user,login_count,night_logins,usb_count,file_activity_count,anomaly_label,risk_score
EMP02133,86,1,15,191,1,9.87
EMP02134,282,1,9,50,1,1.42
EMP02135,146,0,17,8,1,22.25
EMP02136,127,4,7,188,1,19.93
EMP02137,302,4,4,173,1,5.25
EMP02138,291,0,18,103,1,20.61
EMP02139,181,2,9,131,1,13.90
EMP02140,57,3,14,133,1,2.87
EMP02141,346,1,19,159,1,11.68
EMP02142,136,3,13,70,1,18.55
EMP02143,120,3,7,195,1,13.55
EMP02144,143,2,5,80,1,18.78
EMP02145,61,0,17,127,1,23.84
EMP02146,337,0,9,192,1,17.37
EMP02147,80,0,17,27,1,1.41
EMP02148,484,30,279,1702,1,38.81
EMP02149,66,2,0,12,1,5.00
EMP02150,857,41,362,2389,1,31.23
EMP02151,211,3,15,34,1,15.30
EMP02152,259,1,15,138,1,9.37
EMP02153,216,4,14,122,1,16.11
EMP02154,58,2,7,199,1,11.56
EMP02155,272,0,19,40,1,17.79
EMP02156,76,0,14,2,1,22.16
EMP02157,231,4,12,86,1,13.71
EMP02158,135,3,4,1,1,11.65
EMP02159,1177,19,155,1114,1,35.06
EMP02160,141,2,3,39,1,7.27
EMP02161,153,3,11,66,1,4.08
EMP02162,56,3,18,130,1,18.88
EMP02163,316,0,11,84,1,3.93
EMP02164,122,0,12,29,1,4.99
EMP02165,260,2,6,98,1,22.80
EMP02166,215,2,6,64,1,5.75
EMP02167,348,4,4,7,1,14.04
EMP02168,172,1,1,91,1,5.90
EMP02169,1074,35,71,733,1,37.62
EMP02170,206,3,19,138,1,8.87
EMP02171,59,4,14,178,1,20.67
EMP02172,1085,37,226,1753,1,25.17
EMP02173,341,3,0,27,1,19.39
EMP02174,1470,172,2926,11996,-1,99.32
EMP02175,157,0,14,37,1,17.92
EMP02176,242,2,8,132,1,0.30
EMP02177,984,15,193,2470,1,26.93
EMP02178,52,1,0,176,1,13.34
EMP02179,1103,23,330,1333,1,41.08
EMP02180,247,3,11,14,1,0.43
EMP02181,889,58,187,2499,1,28.43
EMP02182,212,4,19,0,1,16.06
EMP02183,230,0,3,148,1,7.51
EMP02184,299,0,17,29,1,20.46
EMP02185,169,4,15,152,1,15.91
EMP02186,566,34,493,985,1,28.12
EMP02187,74,2,14,31,1,13.79
EMP02188,550,56,183,2017,1,37.50
EMP02189,258,4,7,80,1,19.84
EMP02190,342,0,7,4,1,8.96
EMP02191,75,4,14,161,1,6.34
EMP02192,128,4,8,153,1,2.01
EMP02193,288,1,0,53,1,21.23
EMP02194,1065,27,178,1321,1,27.17
EMP02195,566,32,496,1199,1,43.77
EMP02196,150,4,3,125,1,19.87
EMP02197,184,1,10,181,1,1.89
EMP02198,1068,54,324,999,1,40.57
EMP02199,134,3,8,94,1,22.09
EMP02200,182,0,0,143,1,1.59
EMP02201,313,1,2,47,1,20.12
EMP02202,87,4,19,40,1,1.59
EMP02203,291,3,8,88,1,13.83
EMP02204,74,2,13,97,1,20.33
EMP02205,926,48,194,790,1,43.31
EMP02206,199,3,7,157,1,1.69
EMP02207,299,3,7,54,1,9.43
EMP02208,313,0,6,174,1,16.79
EMP02209,228,3,1,176,1,7.53
EMP02210,1800,190,3517,10445,-1,56.84
EMP02211,1185,18,471,761,1,29.08
EMP02212,167,0,13,72,1,8.92
EMP02213,1473,147,6083,11066,-1,57.82
EMP02214,178,3,12,160,1,10.42
EMP02215,1034,29,51,1020,1,35.35
EMP02216,988,18,402,1896,1,30.89
EMP02217,156,2,9,150,1,22.26
EMP02218,256,1,17,196,1,16.81
EMP02219,185,2,12,126,1,13.48
EMP02220,1028,18,77,638,1,46.96
EMP02221,1179,25,278,2490,1,36.83
EMP02222,210,4,13,153,1,19.36
EMP02223,114,3,7,187,1,22.15
EMP02224,275,4,0,140,1,18.95
EMP02225,61,3,16,34,1,20.94
EMP02226,1364,117,3683,7154,-1,67.04
EMP02227,308,4,8,93,1,3.07
EMP02228,424,21,469,1810,1,33.62
EMP02229,247,2,11,26,1,5.37
EMP02230,110,4,18,186,1,1.36
EMP02231,309,4,13,114,1,21.06
EMP02232,1242,259,4503,9701,-1,73.68
EMP02233,153,0,0,119,1,11.77
EMP02234,271,4,14,175,1,5.79
EMP02235,275,3,2,167,1,2.13
EMP02236,323,4,5,66,1,15.45
EMP02237,310,3,13,99,1,23.23
EMP02238,313,3,13,104,1,9.89
EMP02239,421,46,290,1554,1,40.55
EMP02240,140,0,14,38,1,18.56
EMP02241,123,1,6,136,1,6.61
EMP02242,207,3,18,160,1,10.47
EMP02243,57,1,6,56,1,5.83
EMP02244,242,4,19,149,1,1.90
EMP02245,283,1,16,50,1,7.59
EMP02246,185,3,8,92,1,3.73
EMP02247,915,12,490,774,1,34.55
EMP02248,248,2,18,150,1,5.18
EMP02249,188,0,5,150,1,16.00
EMP02250,1687,260,5338,9896,-1,68.41
EMP02251,167,1,18,106,1,21.54
EMP02252,133,1,4,148,1,8.79
EMP02253,314,0,11,107,1,0.85
EMP02254,1196,36,404,935,1,36.94
EMP02255,195,4,11,168,1,6.49
EMP02256,98,0,3,156,1,10.94
EMP02257,281,4,18,139,1,9.85
EMP02258,313,1,9,107,1,8.67
EMP02259,271,1,13,115,1,1.67
EMP02260,60,0,10,162,1,10.66
EMP02261,1043,34,283,2486,1,27.02
EMP02262,86,1,3,112,1,1.35
EMP02263,305,3,6,186,1,3.85
EMP02264,196,1,4,21,1,12.46
EMP02265,275,3,17,14,1,13.86
EMP02266,50,3,7,17,1,15.39
EMP02267,246,1,7,22,1,21.72
EMP02268,121,0,9,174,1,16.42
EMP02269,1169,51,189,992,1,25.43
EMP02270,56,3,10,57,1,16.27
EMP02271,113,1,15,60,1,18.61
EMP02272,1065,244,5261,12622,-1,93.39
EMP02273,341,4,15,124,1,1.51
EMP02274,139,0,19,100,1,20.99
EMP02275,80,3,13,16,1,17.35
EMP02276,190,2,2,86,1,23.01
EMP02277,686,58,85,1022,1,27.32
EMP02278,577,55,178,2344,1,37.70
EMP02279,189,4,3,45,1,7.07
EMP02280,217,4,7,78,1,0.36
EMP02281,99,2,13,110,1,14.57
EMP02282,86,0,4,116,1,10.45
EMP02283,297,2,2,149,1,2.96
EMP02284,131,2,9,16,1,12.29
EMP02285,243,3,14,44,1,7.09
EMP02286,309,2,9,140,1,2.59
EMP02287,187,1,18,39,1,3.80
EMP02288,307,4,13,71,1,5.80
EMP02289,1024,13,459,986,1,47.49
EMP02290,491,56,437,1415,1,31.14
EMP02291,254,1,10,60,1,3.71
EMP02292,720,16,507,1126,1,40.22
EMP02293,102,2,19,10,1,15.51
EMP02294,234,4,18,156,1,3.84
EMP02295,237,2,0,121,1,13.70
EMP02296,336,0,14,47,1,5.32
EMP02297,217,1,3,180,1,12.88
EMP02298,261,1,0,164,1,8.25
EMP02299,205,4,15,46,1,5.63
EMP02300,97,3,13,87,1,6.08
EMP02301,272,4,15,135,1,9.42
EMP02302,188,1,19,17,1,0.22
EMP02303,246,2,8,79,1,5.67
EMP02304,149,1,19,20,1,21.26
EMP02305,135,2,3,75,1,8.39
EMP02306,250,0,17,120,1,2.45
EMP02307,332,3,5,126,1,7.50
EMP02308,70,4,15,82,1,4.23
EMP02309,59,2,12,40,1,10.24
EMP02310,666,36,446,666,1,46.59
EMP02311,263,4,4,144,1,6.41
EMP02312,342,3,11,92,1,6.36
EMP02313,202,3,2,154,1,21.89
EMP02314,235,0,3,146,1,22.42
EMP02315,218,1,0,196,1,13.22
EMP02316,52,1,3,189,1,18.37
EMP02317,67,3,15,0,1,3.24
EMP02318,296,2,18,122,1,17.49
EMP02319,200,3,13,102,1,4.22
EMP02320,125,4,11,73,1,5.09
EMP02321,166,1,0,177,1,4.68
EMP02322,73,1,1,107,1,4.67
EMP02323,296,0,18,9,1,4.90
EMP02324,345,2,7,2,1,21.76
EMP02325,152,1,17,76,1,10.20
EMP02326,308,4,16,80,1,10.08
EMP02327,1765,207,2844,14609,-1,62.54
EMP02328,300,3,7,120,1,13.35
EMP02329,181,1,17,136,1,7.07
EMP02330,1687,183,2033,10071,-1,83.01
EMP02331,156,3,5,25,1,8.08
EMP02332,121,2,9,129,1,13.91
EMP02333,153,2,6,138,1,5.17
EMP02334,807,28,450,1034,1,35.17
EMP02335,323,2,3,106,1,14.88
EMP02336,330,2,19,9,1,13.87
EMP02337,1056,57,491,2211,1,37.57
EMP02338,92,2,1,174,1,21.17
EMP02339,216,3,19,97,1,13.63
EMP02340,619,14,436,1938,1,43.68
EMP02341,269,3,2,111,1,7.72
EMP02342,345,0,2,46,1,5.11
EMP02343,232,2,7,111,1,20.36
EMP02344,223,4,7,101,1,21.40
EMP02345,152,0,6,39,1,14.83
EMP02346,76,2,2,174,1,13.83
EMP02347,227,1,5,54,1,3.16
EMP02348,290,4,10,108,1,20.85
EMP02349,98,3,9,193,1,10.51
EMP02350,607,59,339,2326,1,26.88
EMP02351,412,46,520,1365,1,48.38
EMP02352,190,4,3,181,1,16.56
EMP02353,154,4,10,9,1,19.74
EMP02354,128,0,14,21,1,15.58
EMP02355,104,1,8,18,1,1.54
EMP02356,202,2,11,183,1,0.17
EMP02357,101,3,1,64,1,3.63
EMP02358,195,2,16,148,1,1.71
EMP02359,167,4,11,99,1,17.13
EMP02360,161,2,0,65,1,13.19
EMP02361,214,0,12,69,1,10.43
EMP02362,218,0,15,54,1,18.11
EMP02363,523,18,446,1257,1,36.33
EMP02364,89,1,12,67,1,20.15
EMP02365,163,4,15,150,1,18.32
EMP02366,106,0,19,181,1,18.30
EMP02367,329,2,4,171,1,15.41
EMP02368,300,1,7,70,1,19.37
EMP02369,250,2,6,75,1,15.25
EMP02370,287,1,16,6,1,19.30
EMP02371,337,1,5,193,1,17.96
EMP02372,264,2,13,17,1,11.39
EMP02373,708,31,461,1572,1,44.09
EMP02374,430,45,296,1601,1,41.84
EMP02375,88,0,16,190,1,13.86
EMP02376,169,3,8,168,1,14.94
EMP02377,263,4,3,88,1,19.09
EMP02378,147,3,18,73,1,12.72
EMP02379,59,1,18,143,1,16.13
EMP02380,597,31,343,570,1,37.18
EMP02381,336,2,11,74,1,4.12
EMP02382,937,32,312,2179,1,40.64
EMP02383,56,3,13,152,1,1.11
EMP02384,340,0,3,143,1,20.92
EMP02385,263,1,2,25,1,7.07
EMP02386,508,33,104,1454,1,33.78
EMP02387,156,1,2,84,1,9.93
EMP02388,321,0,18,62,1,16.36
EMP02389,292,3,4,63,1,14.30
EMP02390,702,45,330,1371,1,43.47
EMP02391,320,4,15,128,1,8.85
EMP02392,219,3,17,118,1,14.44
EMP02393,249,1,19,23,1,7.00
EMP02394,194,0,3,135,1,18.56
EMP02395,317,0,0,35,1,16.51
EMP02396,272,1,5,59,1,1.21
EMP02397,247,0,8,17,1,15.61
EMP02398,258,4,11,113,1,15.81
EMP02399,220,2,18,186,1,18.57
EMP02400,461,27,424,614,1,30.86
EMP02401,59,0,9,41,1,4.00
EMP02402,332,2,8,174,1,11.86
EMP02403,911,26,393,1506,1,48.77
EMP02404,347,2,6,192,1,23.80
EMP02405,270,1,1,93,1,5.77
EMP02406,319,4,6,77,1,20.90
EMP02407,244,2,17,49,1,12.24
EMP02408,216,2,0,125,1,12.86
EMP02409,1012,50,273,1239,1,33.66
EMP02410,1992,139,4460,8329,-1,76.85
EMP02411,245,1,9,136,1,20.92
EMP02412,131,0,15,110,1,16.89
EMP02413,297,0,19,79,1,22.35
EMP02414,274,2,17,47,1,7.91
EMP02415,312,0,11,68,1,14.00
EMP02416,169,0,4,1,1,2.73
EMP02417,337,1,6,14,1,6.85
EMP02418,242,1,0,85,1,20.93
EMP02419,294,3,13,52,1,1.55
EMP02420,146,4,12,135,1,3.00
EMP02421,302,2,14,54,1,5.17
EMP02422,303,3,5,62,1,8.55
EMP02423,464,48,459,2244,1,35.28
EMP02424,331,2,3,20,1,1.05
EMP02425,156,2,3,148,1,16.72
EMP02426,243,4,3,79,1,1.01
EMP02427,179,1,15,87,1,3.27
EMP02428,120,4,17,171,1,2.23
EMP02429,102,3,8,46,1,6.72
EMP02430,616,52,435,1309,1,30.52
EMP02431,567,39,155,1816,1,27.42
EMP02432,1137,11,531,1733,1,44.83
EMP02433,319,4,4,129,1,6.97
EMP02434,218,1,12,56,1,19.71
EMP02435,343,1,11,114,1,5.65
EMP02436,95,0,9,5,1,0.17
EMP02437,52,3,5,90,1,8.01
EMP02438,239,0,18,129,1,6.75
EMP02439,1271,185,4037,12889,-1,60.32
EMP02440,78,2,7,109,1,11.13
EMP02441,324,0,19,53,1,16.71
EMP02442,329,2,0,65,1,9.49
EMP02443,156,0,11,148,1,3.63
EMP02444,1614,243,2222,11730,-1,56.70
EMP02445,421,48,367,1817,1,47.06
EMP02446,291,0,7,186,1,10.25
EMP02447,185,3,13,155,1,12.41
EMP02448,126,1,5,129,1,22.40
EMP02449,234,4,9,105,1,13.17
EMP02450,299,3,18,106,1,3.17
EMP02451,1342,217,4662,11066,-1,52.36
EMP02452,965,19,502,1652,1,26.29
EMP02453,336,0,18,43,1,20.47
EMP02454,100,0,6,5,1,22.72
EMP02455,348,4,5,10,1,16.49
EMP02456,280,0,4,142,1,2.72
EMP02457,103,2,19,135,1,23.99
EMP02458,110,4,13,78,1,5.31
EMP02459,448,24,80,2143,1,43.32
EMP02460,199,0,0,106,1,19.00
EMP02461,1087,46,497,2185,1,43.31
EMP02462,302,2,16,20,1,7.38
EMP02463,110,4,14,116,1,11.23
EMP02464,254,3,14,129,1,0.99
EMP02465,77,4,2,197,1,23.97
EMP02466,182,3,5,77,1,6.82
EMP02467,174,0,8,138,1,19.27
EMP02468,170,2,11,162,1,6.27
EMP02469,150,4,8,97,1,22.85
EMP02470,291,1,0,80,1,23.36
EMP02471,438,54,479,1390,1,48.40
EMP02472,302,2,9,75,1,6.37
EMP02473,58,2,3,110,1,18.45
EMP02474,683,48,487,894,1,38.03
EMP02475,54,4,7,30,1,8.59
EMP02476,311,1,9,12,1,4.26
EMP02477,739,11,206,878,1,46.71
EMP02478,179,4,18,100,1,7.81
EMP02479,1151,46,378,915,1,36.99
EMP02480,89,3,16,11,1,15.54
EMP02481,182,0,17,104,1,1.40
EMP02482,60,2,17,25,1,16.65
EMP02483,285,1,18,60,1,4.01
EMP02484,231,4,0,186,1,12.57
EMP02485,1228,179,6382,8020,-1,99.07
EMP02486,343,0,18,9,1,3.09
EMP02487,773,34,216,536,1,39.48
EMP02488,261,2,4,10,1,14.44
EMP02489,250,4,4,156,1,19.38
EMP02490,118,0,4,103,1,8.92
EMP02491,180,3,9,38,1,16.27
EMP02492,246,0,6,86,1,15.10
EMP02493,125,0,5,100,1,4.98
EMP02494,132,3,4,122,1,19.06
EMP02495,87,2,15,61,1,6.46
EMP02496,452,27,197,561,1,38.73
EMP02497,105,3,19,121,1,20.72
EMP02498,54,2,19,77,1,13.46
EMP02499,293,1,2,165,1,4.47
EMP02500,196,3,10,187,1,11.43
EMP02501,101,0,9,61,1,16.10
EMP02502,169,3,8,48,1,21.00
EMP02503,236,4,4,76,1,11.35
EMP02504,1041,50,201,1065,1,44.26
EMP02505,256,1,5,187,1,23.04
EMP02506,90,1,13,91,1,21.83
EMP02507,319,2,3,169,1,22.49
EMP02508,72,2,7,99,1,2.03
EMP02509,61,4,3,195,1,2.30
EMP02510,954,28,547,2402,1,35.77
EMP02511,186,3,6,107,1,21.70
EMP02512,295,4,13,8,1,8.51
EMP02513,226,4,13,193,1,14.13
EMP02514,294,1,15,188,1,15.73
EMP02515,295,0,11,162,1,6.66
EMP02516,727,27,293,1838,1,36.03
EMP02517,201,3,17,173,1,11.68
EMP02518,285,3,10,132,1,14.69
EMP02519,280,0,2,127,1,13.11
EMP02520,317,3,3,15,1,18.89
EMP02521,348,3,13,115,1,1.63
EMP02522,160,4,19,97,1,20.86
EMP02523,112,0,9,101,1,0.21
EMP02524,165,2,18,174,1,17.24
EMP02525,850,52,403,1956,1,42.16
EMP02526,320,2,18,198,1,21.56
EMP02527,159,4,6,62,1,12.56
EMP02528,346,1,6,26,1,6.14
EMP02529,241,3,12,126,1,5.61
EMP02530,210,2,17,72,1,4.81
EMP02531,70,0,17,136,1,20.13
EMP02532,175,4,3,9,1,20.53
EMP02533,88,4,17,187,1,7.21
EMP02534,316,1,18,183,1,7.46
EMP02535,119,1,17,65,1,21.57
EMP02536,63,3,13,103,1,15.01
EMP02537,167,0,1,78,1,6.50
EMP02538,216,1,3,101,1,8.68
EMP02539,333,1,13,117,1,15.47
EMP02540,201,2,12,112,1,13.83
EMP02541,978,27,107,909,1,25.25
EMP02542,334,0,17,117,1,18.38
EMP02543,335,3,18,173,1,23.67
EMP02544,295,1,4,115,1,19.87
EMP02545,244,3,4,88,1,17.95
EMP02546,868,56,477,2066,1,46.78
EMP02547,67,3,0,193,1,16.20
EMP02548,119,1,15,137,1,0.60
EMP02549,281,2,12,32,1,13.97
EMP02550,246,4,12,156,1,10.87
EMP02551,608,47,482,1534,1,45.69
EMP02552,79,3,19,76,1,4.46
EMP02553,59,3,3,192,1,22.99
EMP02554,312,1,12,150,1,9.06
EMP02555,341,0,12,162,1,14.52
EMP02556,112,1,17,78,1,22.83
EMP02557,326,0,18,162,1,12.97
EMP02558,107,2,17,80,1,19.39
EMP02559,1419,169,5247,7885,-1,55.12
EMP02560,280,3,4,29,1,18.63
EMP02561,92,0,1,60,1,5.25
EMP02562,167,0,11,43,1,4.47
EMP02563,139,2,12,20,1,11.58
EMP02564,115,0,3,94,1,10.50
EMP02565,104,1,15,15,1,7.67
EMP02566,187,0,16,152,1,4.96
EMP02567,1762,124,6736,14763,-1,67.90
EMP02568,284,3,5,34,1,17.07
EMP02569,113,2,16,185,1,5.07
EMP02570,91,3,2,18,1,20.36
EMP02571,141,2,2,154,1,16.72
EMP02572,103,4,14,37,1,16.28
EMP02573,1361,121,2619,14205,-1,68.01
EMP02574,210,3,19,151,1,9.39
EMP02575,324,3,19,148,1,22.48
EMP02576,219,1,5,86,1,0.11
EMP02577,98,1,4,92,1,22.87
EMP02578,225,3,14,30,1,16.63
EMP02579,125,2,5,111,1,11.66
EMP02580,111,0,11,150,1,2.06
EMP02581,340,0,17,122,1,16.40
EMP02582,51,2,12,88,1,7.42
EMP02583,343,2,18,198,1,14.51
EMP02584,456,29,226,2395,1,27.53
EMP02585,258,0,4,109,1,1.25
EMP02586,246,2,13,16,1,2.67
EMP02587,231,1,18,3,1,17.13
EMP02588,329,2,8,119,1,16.55
EMP02589,306,0,8,163,1,15.53
EMP02590,79,0,4,26,1,14.83
EMP02591,285,1,7,30,1,23.20
EMP02592,264,2,0,17,1,0.38
EMP02593,1371,145,4908,9917,-1,85.94
EMP02594,229,1,17,162,1,17.86
EMP02595,59,3,6,37,1,21.18
EMP02596,224,0,16,44,1,16.38
EMP02597,313,1,14,63,1,9.26
EMP02598,324,3,8,29,1,6.84
EMP02599,70,1,15,48,1,9.63
EMP02600,611,57,366,761,1,47.09
EMP02601,197,0,0,65,1,9.15
EMP02602,320,4,1,144,1,17.36
EMP02603,231,0,14,186,1,0.27
EMP02604,276,0,9,180,1,18.20
EMP02605,1196,154,6349,13171,-1,57.27
EMP02606,1506,193,6502,9795,-1,52.19
EMP02607,145,1,19,79,1,5.04
EMP02608,110,3,0,76,1,2.03
EMP02609,327,4,5,28,1,21.76
EMP02610,867,18,66,1234,1,35.49
EMP02611,244,4,3,154,1,16.05
EMP02612,675,21,166,1275,1,49.14
EMP02613,317,1,11,93,1,23.83
EMP02614,318,0,3,193,1,15.32
EMP02615,304,3,19,11,1,10.85
EMP02616,98,4,3,166,1,16.49
EMP02617,155,3,1,162,1,7.54
EMP02618,84,4,15,121,1,1.85
EMP02619,220,1,13,186,1,2.37
EMP02620,100,0,3,27,1,5.50
EMP02621,133,2,17,101,1,23.97
EMP02622,293,0,14,42,1,0.97
EMP02623,310,4,15,179,1,8.69
EMP02624,280,3,11,149,1,23.86
EMP02625,241,3,11,55,1,17.26
EMP02626,324,4,7,162,1,8.44
EMP02627,114,0,7,181,1,2.44
EMP02628,889,29,209,1549,1,26.85
EMP02629,167,0,18,128,1,10.00
EMP02630,117,1,2,99,1,17.41
EMP02631,623,33,401,2246,1,29.13
EMP02632,1018,211,5446,12720,-1,76.04
EMP02633,50,3,5,148,1,11.60
EMP02634,349,0,2,98,1,8.53
EMP02635,604,26,473,1612,1,41.73
EMP02636,297,3,14,82,1,16.62
EMP02637,1796,196,5804,5616,-1,81.77
EMP02638,179,1,2,91,1,3.33
EMP02639,248,3,8,155,1,7.35
EMP02640,315,3,10,102,1,22.11
EMP02641,68,0,1,165,1,23.25
EMP02642,129,4,11,165,1,18.47
EMP02643,108,3,13,82,1,6.05
EMP02644,296,3,11,80,1,8.02
EMP02645,230,3,17,114,1,10.88
EMP02646,106,3,3,3,1,14.74
EMP02647,289,4,2,150,1,15.16
EMP02648,1359,154,3259,6235,-1,69.16
EMP02649,327,0,9,78,1,4.01
EMP02650,152,4,7,14,1,15.02
EMP02651,118,1,19,154,1,2.93
EMP02652,337,4,2,112,1,1.73
EMP02653,212,1,3,104,1,21.47
EMP02654,1162,12,338,1755,1,26.44
EMP02655,94,2,5,154,1,6.99
EMP02656,310,0,8,91,1,14.01
EMP02657,1759,117,6483,8329,-1,76.07
EMP02658,192,1,5,36,1,2.52
EMP02659,902,12,71,1599,1,47.34
EMP02660,256,2,19,173,1,23.36
EMP02661,58,3,6,156,1,2.97
EMP02662,347,1,17,114,1,3.87
EMP02663,235,0,18,33,1,16.53
EMP02664,54,3,16,47,1,0.76
EMP02665,176,3,5,67,1,14.65
EMP02666,246,4,5,193,1,16.94
EMP02667,127,3,18,32,1,20.28
EMP02668,1139,120,5520,13773,-1,68.18
EMP02669,341,3,3,41,1,15.31
EMP02670,171,0,8,137,1,0.09
EMP02671,50,3,16,106,1,14.99
EMP02672,186,2,7,64,1,15.92
EMP02673,92,2,11,83,1,7.88
EMP02674,335,1,6,150,1,20.46
EMP02675,258,0,9,5,1,23.81
EMP02676,255,1,10,72,1,17.06
EMP02677,135,3,7,40,1,2.81
EMP02678,250,1,9,81,1,5.43
EMP02679,410,53,479,908,1,43.91
EMP02680,212,2,16,137,1,15.67
EMP02681,71,3,5,144,1,10.69
EMP02682,1105,15,471,1072,1,41.32
EMP02683,348,1,10,189,1,20.94
EMP02684,302,0,17,54,1,16.47
EMP02685,296,0,11,139,1,1.84
EMP02686,269,3,9,62,1,19.73
EMP02687,115,0,2,109,1,13.31
EMP02688,267,4,4,112,1,9.42
EMP02689,247,4,10,82,1,10.62
EMP02690,232,2,16,128,1,13.13
EMP02691,1895,206,2340,12698,-1,63.46
EMP02692,135,4,17,136,1,17.46
EMP02693,883,40,538,1124,1,46.74
EMP02694,206,3,9,145,1,15.84
EMP02695,135,1,17,144,1,21.56
EMP02696,264,1,9,32,1,20.75
EMP02697,315,0,3,129,1,1.08
EMP02698,307,0,1,25,1,5.33
EMP02699,109,0,12,14,1,3.36
EMP02700,219,2,1,50,1,16.85
EMP02701,217,1,1,90,1,15.37
EMP02702,320,3,19,168,1,23.55
EMP02703,180,1,16,151,1,18.23
EMP02704,177,3,6,113,1,20.10
EMP02705,176,3,8,23,1,10.17
EMP02706,1887,263,6502,8182,-1,59.83
EMP02707,280,4,9,30,1,23.85
EMP02708,604,22,489,2398,1,39.56
EMP02709,1099,41,419,2036,1,41.99
EMP02710,61,3,8,70,1,3.32
EMP02711,145,2,4,155,1,10.81
EMP02712,63,4,13,40,1,7.73
EMP02713,70,2,17,36,1,19.07
EMP02714,1566,286,4631,9913,-1,97.22
EMP02715,273,4,1,54,1,13.49
EMP02716,317,1,8,164,1,23.73
EMP02717,344,2,9,137,1,19.48
EMP02718,299,2,9,176,1,7.42
EMP02719,242,1,14,153,1,14.66
EMP02720,113,1,5,137,1,1.36
EMP02721,98,1,17,2,1,13.41
EMP02722,764,55,327,960,1,26.77
EMP02723,121,0,7,40,1,20.77
EMP02724,1174,13,409,1766,1,42.44
EMP02725,332,0,4,163,1,15.45
EMP02726,155,3,2,183,1,6.27
EMP02727,1045,298,4958,7195,-1,90.96
EMP02728,327,1,10,152,1,0.78
EMP02729,248,3,3,19,1,0.49
EMP02730,118,3,0,48,1,19.18
EMP02731,283,4,7,14,1,9.18
EMP02732,975,13,212,2182,1,48.97
EMP02733,1112,13,469,1124,1,49.33
EMP02734,327,0,8,14,1,16.27
EMP02735,248,2,17,31,1,21.38
EMP02736,96,0,9,125,1,17.23
EMP02737,213,0,16,123,1,13.66
EMP02738,330,0,18,185,1,8.35
EMP02739,270,4,7,130,1,23.39
EMP02740,344,3,10,45,1,9.07
EMP02741,643,18,228,707,1,34.16
EMP02742,260,4,9,176,1,11.16
EMP02743,222,3,12,63,1,10.42
EMP02744,253,3,1,176,1,20.79
EMP02745,245,4,15,163,1,8.88
EMP02746,67,0,15,176,1,9.65
EMP02747,178,1,12,21,1,1.42
EMP02748,260,2,4,167,1,9.34
EMP02749,99,0,8,158,1,14.35
EMP02750,527,10,74,1402,1,35.01
EMP02751,105,2,15,147,1,10.90
EMP02752,66,0,7,129,1,22.03
EMP02753,834,53,438,2103,1,33.61
EMP02754,521,17,271,1218,1,29.06
EMP02755,206,1,3,159,1,19.24
EMP02756,315,3,8,83,1,7.62
EMP02757,330,2,19,5,1,22.89
EMP02758,150,1,17,80,1,17.59
EMP02759,167,0,13,0,1,11.67
EMP02760,401,23,452,1346,1,25.64
EMP02761,245,1,15,58,1,2.13
EMP02762,278,0,2,164,1,9.26
EMP02763,1637,188,3325,6263,-1,94.63
EMP02764,136,0,2,126,1,3.80
EMP02765,107,0,11,76,1,15.72
EMP02766,63,0,13,1,1,21.21
EMP02767,109,4,0,9,1,2.74
EMP02768,258,1,3,73,1,1.00
EMP02769,148,1,9,49,1,19.29
EMP02770,75,1,6,36,1,17.29
EMP02771,337,2,19,117,1,1.77
EMP02772,1148,25,467,1212,1,37.26
EMP02773,1099,50,465,1963,1,38.78
EMP02774,270,4,11,35,1,22.65
EMP02775,755,49,418,1297,1,38.86
EMP02776,217,2,16,3,1,18.07
EMP02777,285,4,1,4,1,21.21
EMP02778,290,1,19,179,1,18.62
EMP02779,303,1,2,23,1,5.66
EMP02780,315,0,13,91,1,6.45
EMP02781,239,3,7,145,1,19.96
EMP02782,1422,233,6613,13780,-1,82.32
EMP02783,738,37,445,1679,1,48.80
EMP02784,171,4,12,134,1,22.09
EMP02785,266,1,5,60,1,11.11
EMP02786,75,3,17,169,1,7.88
EMP02787,172,0,0,78,1,13.24
EMP02788,332,1,15,114,1,4.61
EMP02789,959,14,243,1907,1,35.12
EMP02790,246,0,14,175,1,12.42
EMP02791,236,4,14,48,1,23.99
EMP02792,51,0,12,40,1,6.35
EMP02793,265,0,6,49,1,4.07
EMP02794,156,1,5,144,1,16.63
EMP02795,337,0,4,97,1,16.84
EMP02796,157,1,15,15,1,10.72
EMP02797,302,3,12,188,1,7.95
EMP02798,176,0,9,42,1,6.53
EMP02799,209,1,19,152,1,1.00
EMP02800,215,0,8,6,1,3.47
EMP02801,454,31,283,2169,1,42.04
EMP02802,234,1,3,174,1,16.11
EMP02803,236,3,9,154,1,7.84
EMP02804,139,3,1,164,1,19.34
EMP02805,326,2,7,171,1,13.45
EMP02806,418,22,503,1895,1,37.05
EMP02807,252,0,5,9,1,23.62
EMP02808,239,1,5,197,1,15.03
EMP02809,270,4,0,15,1,4.62
EMP02810,299,4,1,53,1,19.23
EMP02811,267,1,7,79,1,4.51
EMP02812,250,1,12,41,1,6.99
EMP02813,1037,15,370,1823,1,49.80
EMP02814,125,2,5,176,1,19.25
EMP02815,1258,270,2017,14326,-1,87.95
EMP02816,159,0,16,198,1,18.96
EMP02817,133,3,17,138,1,6.45
EMP02818,140,0,12,65,1,18.52
